url,file
chayngaydi.xyz/cwriter,/config.bin
www.worldsaleusa.com/admin/model/bossthemes/adminpanel,/config.bin
greenfleld.com/doc,/gate.php
marklandrydesign.com/crested/panelnew,/gate.php
marklandrydesign.com/ajiboi/panelnew,/gate.php
finley.su/po,/gate.php
marklandrydesign.com/terminate/panelnew,/gate.php
ricastro.com/wpincludes,/config.bin
0.x90.io/panels/loaders/Pony-v2.0,/gate.php
kvintexporu.434.com1.ru/modules/mod_footer/tmpl/web/script/ema,/gate.php
andmarquez.com/tablet/panelnew,/gate.php
marklandrydesign.com/backspace/panelnew,/gate.php
still.xgames.su,/gate.php
marklandrydesign.com/rocking/panelnew,/gate.php
66bkuneu3hkgqpqf.onion.link/VXL1,/gate.php
marklandrydesign.com/treasure/panelnew,/gate.php
46.166.148.131/~klejdic/hmm,/config.bin
www.hotelesverdes.org/css,/gate.php
shehaseverything.com/404,/config.bin
31.220.2.200/~hancockw/panel,/gate.php
ziqrah.com/wp/wp-admin/user/nelson,/gate.php
gimsgims.ru/wp-content/plugins/cyr3lat/pan,/gate.php
blackmarket.ogspy.net/zeus,/config.bin
payza.igg.biz/millitary/sh0p/modules,/config.bin
marklandrydesign.com/symphony/panelnew,/gate.php
gaylove4you.dyndns.org/zen/modules,/config.bin
cslrb-850-2.slc.westdc.net/~kurtislo/Roy,/config.bin
marklandrydesign.com/television/panelnew,/gate.php
reservehost.com/path,/gate.php
www.totaweb.com/404,/config.bin
justpony.com/z,/config.bin
andmarquez.com/verify/admin/Panel,/gate.php
aedelta.com/wp-content/uploads/2014/06,/config.bin
meedoen.nl/bot/adminpanel/modules,/config.bin
servicespaypal.be/pics,/config.bin
nimrax.com/bidding/paneltwotwo,/gate.php
d2umaha7wj35g2.cloudfront.net,/gate.php(?uid=564800&ckey=d81da85eae24847476b13f36f0fab171&version=1.0.5&platform=Android&qudao=triwin&gate=game_roll&betMoney=500000&poolMoneyArr=&gameKey=seaWorld&isAuto=normal&defaultPaintLineType=1)
betoracle.tips/xaso,/gate.php
andromeda.org.in/07,/gate.php
come2travel.com/FBI/eng,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=104.236.48.178:8080)
accqweqweazo.com/a,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=128.199.50.120:9050)
eurl.us/proxy_system/class,/gate.php
109.120.173.47/modules,/config.bin
denisejhughes.com/bless,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=46.101.215.222:8118)
marklandrydesign.com/right2love/panelnew,/gate.php
marklandrydesign.com/fingers/Panel,/gate.php
31.220.2.200/~dennytre/new/panel,/gate.php
andmarquez.com/verify/ghost/admin/Panel,/gate.php
zedingroleb.com/borjomi,/gate.php
hotelesverdes.org/css,/gate.php
expertizarf.ru/libraries/cms/jr,/gate.php
176.31.82.218/spreed/Zeus,/config.bin
mouraplas.com/double,/gate.php
babynme.com.my/theme/class/logo,/gate.php
statistics.helllab.org/service,/gate.php(?mode=postdata)
kingakornak.com/a22,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=139.162.3.174:8118)
erogluboya.net/class/Panel1234,/gate.php
jual-lakban.com/olorogun,/gate.php
entertainingiseasy.com/dossier,/config.bin
angelajaermann.ch/images/panel,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=91.121.67.146:9050)
stat.labs.altnet.biz/service,/gate.php(?getdata=206.248.184.127:9050)
phoebenaturals.com/cokie/panel,/gate.php
pogodpogodaev.000webhostapp.com,/gate.php
holdingsigns.com/pony,/gate.php
sedsandendi.ru/borjomi,/gate.php
aldierifs.com/Woxo/panel,/gate.php
entertainingiseasy.com/index,/config.bin
homeearlybird.com/images,/gate.php
www.neivater.pt/hotelrural/wp-content/plugins/revslider/rs-plugin/font/go,/gate.php
www.dextral.co/RYcXZ/zus,/config.bin
31.220.2.200/~dennytre/nulk/panel,/gate.php
www.galaxyco.ru/modules,/config.bin
lachispaestereo.com/image/new,/config.bin
ransincobet.ru/borjomi,/gate.php
g76.site,/gate.php
www.albrecht-pie.net/happy,/config.bin
andmarquez.com/scripts/Panel,/gate.php
trimasjaya.com/fonts,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=46.101.215.222:8118)
reservehost.com/pth,/gate.php
tenonedge.com.au/fmg/panel,/gate.php
zevs5.xyz,/gate.php
shafa.az/scripts/ui/css/php,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=104.236.48.178:8080)
fragamers.com/fs/modules,/config.bin
www.turkaline.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
aaoutdoors.com/images/colors,/config.bin
benchadcrd.nl,/gate.php
willyjack-us.dog.cp-uk-2.webhostbox.net/Ghost,/gate.php(?request=true)
statistics.helllab.org/service,/gate.php(?getdata=206.248.184.127:9050)
0.x90.io/panels/loaders/pony-v2.0,/gate.php
www.amariearts.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
stat.labs.altnet.biz/service,/gate.php(?getdata=185.183.97.123:9050)
31.220.2.200/~hancockw/okon/panel,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=185.183.97.123:9050)
legalson.com,/gate.php
anonproxy.co.uk/anon,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=34.207.196.193:9050)
autorepairgreeley.org/ponyz,/gate.php
www.dextral.co/zus,/config.bin
www.animativ.io/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
gladliving.com/wp_admin,/config.bin
coupdepoussebbaedhec.fr/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
ariandange.com/wp-threepony/paneltwotwo,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=207.148.77.4:9050)
nellisrealestate.com/wp-includes/images/okk/panelnew,/gate.php
www.sudhanshumehta.in/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
betsuriin.com/sl,/gate.php
mail.yaklasim.com/ponyz,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=80.211.30.20:8118)
84.200.84.19/p,/gate.php
bricks.builders.cp-in-14.webhostbox.net/ghost_panel,/gate.php(?request=true)
stat.labs.altnet.biz/service,/gate.php(?getdata=104.236.47.73:8080)
cidremystique.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
tupacshakur.ws.cp-uk-2.webhostbox.net/treasure,/gate.php(?request=true)
www.kiyanbehnood.ir/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
dealjagt.dk/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
admin.mediachakra.com,/gate.php
66bkuneu3hkgqpqf.onion.link/vxl1,/gate.php
www.aaoutdoors.com/images/colors,/config.bin
hackingbase.com/filters/30/records,/config.bin
slayz.xyz,/gate.php
gladliving.com/wp-includes,/config.bin
www.demondubs.com/ASD,/config.bin
jdsindonesia.id/live/panel,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=104.236.48.178:8080&ssl=1)
quarternetglow.com/sl,/gate.php
jafetperez.com.mx/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
y4peace.org/zzi/P,/gate.php
parklanejakarta.com/image,/config.bin
willyjack-us.dog.cp-uk-2.webhostbox.net/ghost,/gate.php(?request=true)
31.220.2.200/~junglebo/panel,/gate.php
t2stock.com/in,/gate.php(?request=true)
statistics.helllab.org/service,/gate.php(?getdata=46.4.88.220:9050)
soapstampingmachines.com/images,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=174.138.44.242:9050)
neverloose.bid/Panel,/gate.php
user77239.7ci.ru,/gate.php
musical-vampires.ru,/gate.php
www.platinumclean.com.br/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
statistics.helllab.org/service,/gate.php(?getdata=104.236.47.73:8080)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=104.236.55.48:8080&ssl=1)
hadfanawass.com/sl,/gate.php
andmarquez.com/verify/ghost/admin/panel,/gate.php
artisanalgold.com/Eminem,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=46.101.174.38:9050)
statistics.helllab.org/service,/gate.php(?getdata=51.15.171.56:8118)
erogluboya.net/class/panel1234,/gate.php
artisanalgold.com/eminem,/gate.php
l2fog.ru,/gate.php
host.com,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=80.211.30.20:9050)
fazameonk.com/img,/gate.php
cityweddingguide.com/pony,/gate.php
d2umaha7wj35g2.cloudfront.net,/gate.php(?uid=564800&ckey=d81da85eae24847476b13f36f0fab171&version=1.0.5&platform=Android&qudao=triwin&gate=newPool_getGamekeyPool&gameKey=seaWorld&betMoney=200000)
stat.labs.altnet.biz/service,/gate.php(?getdata=46.4.88.220:9050)
d2umaha7wj35g2.cloudfront.net,/gate.php(?uid=564800&ckey=d81da85eae24847476b13f36f0fab171&version=1.0.5&platform=Android&qudao=triwin&gate=redPoint_showPoint)
stage-musical.ru,/gate.php
www.nhcfae.org/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
paypay.co/bingo,/config.bin
statistics.helllab.org/service,/gate.php(?getdata=207.148.77.4:9050)
ad.icab.pk,/gate.php
pemsconsultants.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
barekpaint.com/cli,/config.bin
bluecornerguesthouse.co.za/onome/panel,/config.bin
stat.labs.altnet.biz/service,/gate.php(?getdata=104.236.55.48:8080)
katsekala.com/media/Photos,/config.bin
sub-cc.favcc1.com,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=209.240.109.238:9050)
stat.labs.altnet.biz/service,/gate.php(?getdata=90.231.72.5:9050)
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=128.199.138.67:8118)
butfipeke.com/sl,/gate.php
serverlife.ru/kdfjkgsjk1/modules,/config.bin
homeearlybird.com/img,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks5&proxy=206.248.184.127:9050)
statistics.helllab.org/service,/gate.php(?getdata=104.236.55.48:8080)
shangdong.tk/alpha,/config.bin
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks4&proxy=206.248.184.127:9050)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks4&proxy=206.248.184.127:9050)
lolkekcheburek.kl.com.ua,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks4&proxy=185.183.97.123:9050)
siham.servehttp.com/allo,/config.bin
statistics.helllab.org/service,/gate.php(?getdata=91.121.67.146:9050)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=5.45.64.97:3128&ssl=1)
www.dextral.co/rycxz/zus,/config.bin
help-fund.com/z,/config.bin
poppinga.com/and,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=195.201.29.227:8118)
statistics.helllab.org/service,/gate.php(?getdata=45.76.93.19:8118)
stat.labs.altnet.biz/service,/gate.php(?getdata=163.172.176.106:32782)
stat.labs.altnet.biz/service,/gate.php(?getdata=139.162.3.174:8118)
periodicovision.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
statistics.helllab.org/service,/gate.php(?getdata=45.35.55.81:8118)
stat.labs.altnet.biz/service,/gate.php(?getdata=5.45.64.97:3128)
mohanchandran.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
flash-piayer-update.com.md-90.webhostbox.net,/gate.php
www.pi.ibf.cnr.it/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
electricdev.com/figo/serverphp,/config.bin
statistics.helllab.org/service,/gate.php(?getdata=209.181.248.29:9050)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=128.199.138.67:8118)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=46.101.215.222:8118&ssl=1)
cryptopiabot.cc,/gate.php
globaleventscrc.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
46.17.98.178/8212,/gate.php
paypay.co/vv,/config.bin
campingvault.com/pony,/gate.php
www.expromo.com.br/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
taeexplosion.info/.htm,/config.bin
statistics.helllab.org/service,/gate.php(?getdata=178.62.209.35:9050)
statistics.helllab.org/service,/gate.php(?getdata=80.211.192.65:8118)
statistics.helllab.org/service,/gate.php(?getdata=178.175.129.90:9050)
freashmachi0.favcc1.com,/gate.php
husarwinch.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
statistics.helllab.org/service,/gate.php(?getdata=5.45.64.97:3128)
statistics.helllab.org/service,/gate.php(?getdata=50.31.14.151:8135)
biggestrocks.net/pony,/gate.php
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=51.15.171.56:8118)
stat.labs.altnet.biz/service,/gate.php(?getdata=178.150.242.161:9050)
rustywood.ca/php,/gate.php
mercelsbakeshop.com/wp-root/panel,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=104.236.48.178:8080)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks5&proxy=91.121.67.146:9050)
statistics.helllab.org/service,/gate.php(?getdata=85.14.249.247:9050)
stat.labs.altnet.biz/service,/gate.php(?getdata=209.181.248.29:9050)
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks5&proxy=206.248.184.127:9050)
statistics.helllab.org/service,/gate.php(?getdata=46.4.88.215:9050)
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=84.39.241.53:8118&ssl=1)
revolutionizeselling.com/sheet,/gate.php
nfe.usa.cc,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=5.45.64.97:3128)
terminalcoin.org/panel,/gate.php
www.skyblue.solar/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks4&proxy=207.148.77.4:9050)
stat.labs.altnet.biz/service,/gate.php(?getdata=185.108.76.37:9050)
botnet.lightwarp.me,/gate.php
buloftoty.com/sl,/gate.php
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=45.76.93.19:8118)
www.chennaiites.in/figo,/gate.php
eventhedtsiar.com/ls5,/gate.php
www.busanskycar.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
statistics.helllab.org/service,/gate.php(?getdata=188.120.232.181:8118)
world-porn.ru/Panel,/gate.php
ksk-olimp.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
good-job.org/update,/gate.php
pvkinfrastructure.com/temp,/gate.php
www.cinik-land.tk/panel,/gate.php
zamastralia.net9.in/panel,/gate.php
armantez.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
iwillmakeitbigtime.cf/pony2,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=80.211.30.20:8118)
stat.labs.altnet.biz/service,/gate.php(?getdata=37.208.69.147:9050)
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=104.236.47.73:8080&ssl=1)
gema-gebuehrenstelle.com/panelcombined,/gate.php(?hwid=0079180692&pc=COMPUTER_b8a8dd55&localip=192.168.1.105&winver=Windows%20XP%20Professional%20x32)
autorepairgreeley.us/ponyz,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=138.197.150.166:9050)
sergossss18.myjino.ru/Panel,/gate.php
karimkabbara.com/baba,/config.bin
stat.labs.altnet.biz/service,/gate.php(?getdata=165.227.133.207:8118)
sijuki.com/thumbs,/gate.php
thettolethat.com/sl,/gate.php
setyerss.tk/Pony/panel,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=51.15.171.56:8118&ssl=1)
www.aldi-sued.de/aldi,/gate.php(?hwid=3377538131&pc=COMPUTER_34555d4b&localip=192.168.1.105&winver=Windows%20XP%20Professional%20x32)
statistics.helllab.org/service,/gate.php(?getdata=46.4.88.203:9050)
stat.labs.altnet.biz/service,/gate.php(?getdata=80.211.151.246:8145)
stat.labs.altnet.biz/service,/gate.php(?getdata=104.236.54.196:8080)
stat.labs.altnet.biz/service,/gate.php(?getdata=46.4.88.215:9050)
statistics.helllab.org/service,/gate.php(?getdata=50.31.14.142:8133)
raidzone.net,/config.bin
australiamax.com/urchman/Panel,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=104.236.47.73:8080&ssl=1)
stat.labs.altnet.biz/service,/gate.php(?getdata=188.166.33.15:9050)
game-portal.su/bt,/gate.php
www.worldconnect.ae/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
mirrorsupply.com/ld,/gate.php
192.99.151.112/tor/server/fp,/gate.php
www.jdorthoanddentalcare.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
growlifenews.com/sl,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=45.35.55.78:8118)
statistics.helllab.org/service,/gate.php(?getdata=50.31.14.151:8156)
stat.labs.altnet.biz/service,/gate.php(?getdata=138.197.150.166:8118)
2ndeye.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
serveasy.pk/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
bestlivingroom.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
globalminingsupplies.com/imgs/html,/gate.php
elitte-squad.ro/ES,/gate.php
www.biznes.solutionchamp.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
pages.ebay.com,/gate.php
piratetm.ru,/gate.php
185.148.146.173/kay,/gate.php
www.bluecreekrobotics.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
statistics.helllab.org/service,/gate.php(?getdata=84.39.241.53:8118)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks5&proxy=207.148.77.4:9050)
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=37.228.89.222:8118)
aksuperstore.com/fh8nzhme,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=178.175.129.90:9051)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=35.189.214.59:8118)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks5&proxy=185.183.97.123:9050)
gonxx.comeze.com/nott,/gate.php
freeascanbe.co.uk,/gate.php
sv-gory.ru,/gate.php(?backurl=/)
technosparksindustries.com/newhope/Panel,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=178.32.222.125:9050)
meaningoftravel.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
stat.labs.altnet.biz/service,/gate.php(?getdata=46.105.132.60:8118)
germanchemicalslimited.com/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
www.nhcfae.org/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
mubara.net/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
business.imuta.ng/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
www.divi.epocetnik.online/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
www.freelancersinc.me/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
www.fm-service.ru/wp-content/plugins/WPSecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
lokipanelhosting.cf/ax/pony,/gate.php
kjljnhynhumxptpqivx.com,/gate.php
mail.yaklasim.com/ponyb,/gate.php
marklandrydesign.com/fingers/panel,/gate.php
www.sufferinghosting.ru/l,/gate.php
teknosystem.cl/test,/config.bin
vellacircuit.com/pony,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=178.62.209.35:8118)
stat.labs.altnet.biz/service,/gate.php(?getdata=128.199.138.67:8118)
yandexuser.site88.net/donotshare,/gate.php
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=http&proxy=47.90.37.183:8118&ssl=1)
oneteenager.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
mobiwareconsulting.com/css,/gate.php
a0233665.xsph.ru,/config.bin
stat.labs.altnet.biz/service,/gate.php(?getdata=45.77.134.25:8118)
wptest.techblaze.in/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
www.turkaline.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
rottweilerfan.ml/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
statistics.helllab.org/service,/gate.php(?getdata=90.231.72.5:9050)
hourofmomentoluwa.tk/cab,/gate.php
31.220.2.120/~knocknut/feed/panel,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=195.13.50.212:8118)
testproduse.previewproject.ga/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
dealjagt.dk/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
and3.wizatoberegisterd4.com/bla07,/gate.php
statistics.helllab.org/service,/gate.php(?getdata=50.31.14.142:8146)
statistics.helllab.org/service,/gate.php(?getdata=46.105.132.60:8118)
adventoply.com/xaxa,/gate.php
sf.demosidor.se/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
softhaus.com.mx/server,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=174.138.44.242:9050)
ib-group.biz/flow,/gate.php
www.amariearts.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
bmse-uae.com/hongfumetal/coreserver,/gate.php
cornelby.top.md-tr-2.webhostbox.net,/gate.php
tama-app.brumisphere.fr/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
stronghx.beget.tech,/gate.php
www.friendshlp-chartering.com/paul2/panel,/gate.php
stat.labs.altnet.biz/service,/gate.php(?getdata=85.14.249.247:9050)
musical-cinderella.ru,/gate.php
geminitila.com/emeka/Panel,/gate.php
statistics.helllab.org/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks4&proxy=34.207.196.193:9050)
cidremystique.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
mohanchandran.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
www.animativ.io/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
stat.labs.altnet.biz/service,/gate.php(?mode=check_proxy&client_ip=51.15.71.134&proxy_type=socks5&proxy=138.197.150.166:9050)
globaleventscrc.com/wp-content/plugins/wpsecurity,/gate.php(?key=9f5a56e6e9e5e750c857fcc88c20fe83)
stat.labs.altnet.biz/service,/gate.php(?getdata=47.90.37.183:9050)
stat.labs.altnet.biz/service,/gate.php(?getdata=5.135.186.183:3128)
